Title,Year,Budget,Score,Metascore,Genre,Genre1,Genre2,Genre3,Vote,Director,Runtime,Revenue,Description
Ticker,2001, ,3.6,,"Action, Crime, Thriller",Action, Crime, Thriller,6216,Albert Pyun,92,0.00,"After a San Francisco detective's partner is murdered by Northern Irish terrorists, the officer joins the bomb squad in order to bring them to justice."
Tideland,2005, ,6.5,26,"Drama, Fantasy, Horror",Drama, Fantasy, Horror,29421,Terry Gilliam,120,70000.00,"Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination."
Tiger Zinda Hai,2017, ,6.1,,"Action, Adventure, Thriller",Action, Adventure, Thriller,17533,Ali Abbas Zafar,161,5560000.00,"When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them."
Tigerland,2000, ,7,55,"Drama, War",Drama, War,,35747,Joel Schumacher,101,140000.00,"A group of recruits go through Advanced Infantry Training at Fort Polk, Louisiana's infamous Tigerland, last stop before Vietnam for tens of thousands of young men in 1971."
Tightrope,1984, ,6.3,,"Crime, Mystery, Thriller",Crime, Mystery, Thriller,13524,Richard Tuggle,114,48140000.00,New Orleans single dad and cop Wes Block goes after a serial rapist-killer but when he gets too close to the target the hunter suddenly becomes the hunted.
Tillsammans,2000, ,7.5,84,"Comedy, Drama, Romance",Comedy, Drama, Romance,19079,Lukas Moodysson,106,1070000.00,"In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids."
Tim and Eric's Billion Dollar Movie,2012, ,5.4,40,Comedy,Comedy,,,8801,Tim Heidecker,93,200000.00,"Two guys get a billion dollars to make a movie, only to watch their dream run off course. In order to make the money back, they then attempt to revitalize a failing shopping mall."
Timbuktu,2014, ,7.2,92,Drama,Drama,,,14126,Abderrahmane Sissako,97,1080000.00,A cattle herder and his family who reside in the dunes of Timbuktu find their quiet lives -- which are typically free of the Jihadists determined to control their faith -- abruptly disturbed.
Time After Time,1979, ,7.2,69,"Adventure, Drama, Sci-Fi",Adventure, Drama, Sci-Fi,13664,Nicholas Meyer,112,0.00,H.G. Wells pursues Jack the Ripper to the 20th Century when the serial murderer uses the future writer's time machine to escape his time period.
Time Bandits,1981,12000000.00,7,79,"Adventure, Comedy, Fantasy",Adventure, Comedy, Fantasy,51859,Terry Gilliam,116,42370000.00,"A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal."
Time Lapse,2014, ,6.5,50,"Sci-Fi, Thriller",Sci-Fi, Thriller,,36106,Bradley King,104,0.00,"Three friends discover a mysterious machine that takes pictures twenty-four hours into the future, and conspire to use it for personal gain, until disturbing and dangerous images begin to develop."
Time to Leave,2005, ,7.1,67,Drama,Drama,,,7934,Fran??ois Ozon,81,120000.00,"A fashion photographer with terminal cancer elects to die alone, preparing others to live past him rather than prolong the inevitable with chemotherapy or be smothered in sympathy by those who know him."
Timecode,2000, ,6.2,65,"Drama, Romance",Drama, Romance,,6180,Mike Figgis,97,950000.00,Four frames of simultaneous action that alternately follow a smitten lesbian lover as she obsesses over her partner's dalliances and the tense goings-on of a Hollywood film production company.
Timecop,1994,28000000.00,5.8,48,"Action, Crime, Sci-Fi",Action, Crime, Sci-Fi,50322,Peter Hyams,99,44850000.00,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future."
Timeline,2003,80000000.00,5.6,28,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,56578,Richard Donner,116,19480000.00,A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in 14th century France before they can escape back to the 21st Century.
TiMER,2009, ,6.5,,"Comedy, Drama, Fantasy",Comedy, Drama, Fantasy,11567,Jac Schaeffer,99,0.00,"If a clock could count down to the moment you meet your soul mate, would you want to know?"
Tin Cup,1996,45000000.00,6.3,60,"Comedy, Drama, Romance",Comedy, Drama, Romance,41908,Ron Shelton,135,53850000.00,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.
Tin Men,1987, ,6.5,75,"Comedy, Drama",Comedy, Drama,,7239,Barry Levinson,112,25410000.00,A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.
Tinker Tailor Soldier Spy,2011,21000000.00,7.1,85,"Drama, Mystery, Thriller",Drama, Mystery, Thriller,170445,Tomas Alfredson,122,24150000.00,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6."
TinkerBell and the Secret of the Wings,2012, ,7.2,,"Animation, Family, Fantasy",Animation, Family, Fantasy,9331,Roberts Gannaway,75,0.00,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.
Tiny Furniture,2010, ,6.2,72,"Comedy, Drama, Romance",Comedy, Drama, Romance,13154,Lena Dunham,98,390000.00,About a recent college grad who returns home while she tries to figure out what to do with her life.
Titan A.E.,2000,75000000.00,6.6,48,"Animation, Action, Adventure",Animation, Action, Adventure,55521,Don Bluth,94,22750000.00,A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.
Titanic,1997,200000000.00,7.8,75,"Drama, Romance",Drama, Romance,,916429,James Cameron,194,659330000.00,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
Titanic - La leggenda continua,2000, ,2.1,,"Animation, Family, Fantasy",Animation, Family, Fantasy,8764,Camillo Teti,90,0.00,"A Cinderella meets her Prince Charming on the ill-fated Titanic. Along for the ride are a rapping dog, other talking animals, and an assortment of wacky humans."
Titus,1999, ,7.2,57,"Drama, History, Thriller",Drama, History, Thriller,18597,Julie Taymor,162,1920000.00,"Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family."
TMNT,2007,35000000.00,6.3,41,"Animation, Action, Adventure",Animation, Action, Adventure,57380,Kevin Munroe,87,54150000.00,"When the world is threatened by an ancient evil, the four adolescent turtles must reunite and overcome their faults in order to stand against it."
To All the Boys I've Loved Before,2018, ,7.4,64,"Drama, Romance",Drama, Romance,,42158,Susan Johnson,99,0.00,A teenage girl's secret love letters are exposed and wreak havoc on her love life.
To Be or Not to Be,1942, ,8.2,86,"Comedy, War",Comedy, War,,22406,Ernst Lubitsch,99,0.00,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
To Be or Not to Be,1983, ,6.8,61,Comedy,Comedy,,,9193,Alan Johnson,107,13030000.00,"At the onset of WW2, a Polish actor's family and the Polish Resistance help the troupe of a theatre escape Poland and the invading Nazis."
To Catch a Thief,1955, ,7.5,,"Mystery, Romance, Thriller",Mystery, Romance, Thriller,54135,Alfred Hitchcock,106,8750000.00,"When a reformed jewel thief is suspected of returning to his former occupation, he must ferret out the real thief in order to prove his innocence."
To Die For,1995,20000000.00,6.8,86,"Comedy, Crime, Drama",Comedy, Crime, Drama,38811,Gus Van Sant,106,21280000.00,A beautiful but na??ve aspiring television personality films a documentary on teenagers with a darker ulterior motive.
To End All Wars,2001, ,7.1,,"Action, Drama, War",Action, Drama, War,9470,David L. Cunningham,125,0.00,A true story about four Allied POWs who endure harsh treatment from their Japanese captors during World War II while being forced to build a railroad through the Burmese jungle. Ultimately ...                See full summary?˜??
To Have and Have Not,1944, ,8,,"Adventure, Comedy, Romance",Adventure, Comedy, Romance,27006,Howard Hawks,100,0.00,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer."
To Kill a Mockingbird,1962, ,8.3,87,"Crime, Drama",Crime, Drama,,262064,Robert Mulligan,129,0.00,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice."
To Live and Die in L.A.,1985, ,7.3,81,"Action, Crime, Drama",Action, Crime, Drama,25042,William Friedkin,116,17310000.00,A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.
To Rome with Love,2012,21500000.00,6.3,54,"Comedy, Music, Romance",Comedy, Music, Romance,77726,Woody Allen,112,16690000.00,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into."
"To Sir, with Love",1967, ,7.7,,Drama,Drama,,,13732,James Clavell,105,42430000.00,Idealistic engineer-trainee and his experiences in teaching a group of rambunctious white high school students from the slums of London's East End.
To the Bone,2017, ,6.9,64,Drama,Drama,,,29111,Marti Noxon,107,0.00,"A young woman, dealing with anorexia, meets an unconventional doctor who challenges her to face her condition and embrace life."
To the Wonder,2012, ,5.9,58,"Drama, Romance",Drama, Romance,,24744,Terrence Malick,112,590000.00,"After falling in love in Paris, Marina and Neil come to Oklahoma, where problems arise. Their church's Spanish-born pastor struggles with his faith, while Neil encounters a woman from his childhood."
"To Wong Foo Thanks for Everything, Julie Newmar",1995, ,6.5,,"Comedy, Drama",Comedy, Drama,,24729,Beeban Kidron,109,36470000.00,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town."
Toilet - Ek Prem Katha,2017, ,7.3,,"Comedy, Drama",Comedy, Drama,,13329,Shree Narayan Singh,155,1830000.00,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society."
Toivon tuolla puolen,2017, ,7.2,84,"Comedy, Drama",Comedy, Drama,,8092,Aki Kaurism??ki,100,180000.00,A poker-playing restaurateur and former traveling salesman befriends a group of refugees newly arrived to Finland.
Tokarev,2014, ,5,28,"Action, Crime, Thriller",Action, Crime, Thriller,21322,Paco Cabezas,98,0.00,"When the daughter of a reformed criminal is kidnapped, he rounds up his old crew and seeks his own brand of justice."
Toki o kakeru sh??jo,2006, ,7.8,,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,49226,Mamoru Hosoda,98,0.00,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
Tokyo Sonata,2008, ,7.6,80,Drama,Drama,,,7882,Kiyoshi Kurosawa,120,280000.00,An ordinary Japanese family slowly disintegrates after its patriarch loses his job at a prominent company.
Tokyo!,2008, ,7.1,63,"Comedy, Drama, Fantasy",Comedy, Drama, Fantasy,8313,Joon-ho Bong,112,350000.00,A cinematic triptych of three Tokyo-set stories.
Tom ?˜ la ferme,2013, ,7,67,"Drama, Mystery, Thriller",Drama, Mystery, Thriller,13123,Xavier Dolan,102,0.00,"A grieving man meets his lover's family, who were not aware of their son's sexual orientation."
Tom and Huck,1995, ,5.6,,"Adventure, Comedy, Drama",Adventure, Comedy, Drama,8702,Peter Hewitt,97,23740000.00,Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.
Tom and Jerry: The Movie,1992, ,5.3,,"Animation, Comedy, Drama",Animation, Comedy, Drama,8057,Phil Roman,84,3560000.00,Tom and Jerry must save a girl from her evil aunt.
Tom Jones,1963, ,6.7,,"Adventure, Comedy, History",Adventure, Comedy, History,9910,Tony Richardson,128,37600000.00,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th century England.
Tomb Raider,2018,90000000.00,6.4,48,"Action, Adventure, Fantasy",Action, Adventure, Fantasy,135480,Roar Uthaug,118,57420000.00,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father disappeared."
