NewBudget,Score,Metascore,Genre,Genre1,Genre2,Genre3,Director,Revenue
28000000.0,5.5,39.0,"Action, Comedy, Crime",Action, Comedy, Crime,Andrzej Bartkowiak,51760000.0
50000000.0,6.8,,"Action, Drama, History",Action, Drama, History,Otto Preminger,18970000.0
21000000.0,6.0,52.0,"Action, Adventure, Drama",Action, Adventure, Drama,Ridley Scott,65010000.0
6000000.0,3.7,39.0,Horror,Horror,,,John Boorman,30750000.0
6000000.0,7.1,,Drama,Drama,,,Atom Egoyan,4180000.0
12000000.0,6.6,81.0,"Biography, Drama, History",Biography, Drama, History,Michael Almereyda,160000.0
75000000.0,6.6,58.0,"Adventure, Comedy, Family",Adventure, Comedy, Family,Joe Dante,9870000.0
10000000.0,4.3,23.0,"Crime, Drama, Fantasy",Crime, Drama, Fantasy,Gee Malik Linton,0.0
15000000.0,5.8,46.0,"Drama, Horror, Sci-Fi",Drama, Horror, Sci-Fi,Miguel ?ngel Vivas,0.0
60000000.0,6.2,61.0,"Comedy, Crime, Romance",Comedy, Crime, Romance,Mike Judge,10810000.0
35000000.0,6.5,,"Drama, Sci-Fi",Drama, Sci-Fi,,Nir Paniry,0.0
20000000.0,6.1,,"Crime, Drama, Mystery",Crime, Drama, Mystery,Michael Apted,17310000.0
24000000.0,3.7,,Comedy,Comedy,,,Adam Jay Epstein,0.0
23000000.0,6.9,46.0,"Adventure, Drama, Mystery",Adventure, Drama, Mystery,Stephen Daldry,31850000.0
1700000.0,7.3,73.0,"Drama, Thriller, War",Drama, Thriller, War,Gavin Hood,18700000.0
38000000.0,7.4,68.0,"Drama, Mystery, Thriller",Drama, Mystery, Thriller,Stanley Kubrick,55690000.0
3000000.0,7.1,,Comedy,Comedy,,,Hakan Alg?ªl,0.0
13000000.0,6.7,71.0,"Action, Thriller",Action, Thriller,,Robert Mandel,20600000.0
25000000.0,7.3,82.0,"Action, Crime, Sci-Fi",Action, Crime, Sci-Fi,John Woo,112230000.0
14000000.0,5.8,,"Crime, Drama, Mystery",Crime, Drama, Mystery,Julien Magnat,0.0
10000000.0,6.7,38.0,"Drama, Sport",Drama, Sport,,Alex Kendrick,10180000.0
7000000.0,7.0,,Comedy,Comedy,,,Bora Dagtekin,0.0
12000000.0,6.2,58.0,Comedy,Comedy,,,John Turturro,3760000.0
4250000.0,5.6,47.0,"Comedy, Romance",Comedy, Romance,,Tom Dey,88720000.0
2500000.0,7.3,,"Animation, Action, Adventure",Animation, Action, Adventure,Tetsuya Nomura,0.0
70000000.0,6.8,69.0,"Biography, Drama, Thriller",Biography, Drama, Thriller,Doug Liman,9530000.0
450000.0,5.5,47.0,"Adventure, Drama, Fantasy",Adventure, Drama, Fantasy,Scott Hicks,0.0
12000000.0,7.6,56.0,"Crime, Drama, Thriller",Crime, Drama, Thriller,Joel Schumacher,40900000.0
3800000.0,6.8,,"Comedy, Thriller",Comedy, Thriller,,Alfred Hitchcock,0.0
1.0,6.3,35.0,"Comedy, Drama",Comedy, Drama,,Benjamin Epps,0.0
9210000.0,7.2,,"Action, Drama, Thriller",Action, Drama, Thriller,Maneesh Sharma,1360000.0
12000000.0,7.8,,"Animation, Family, Fantasy",Animation, Family, Fantasy,James Algar,76410000.0
93000000.0,6.6,49.0,"Adventure, Drama, Romance",Adventure, Drama, Romance,Ron Howard,58880000.0
125000000.0,3.1,,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,Uwe Boll,0.0
15000000.0,7.4,84.0,Drama,Drama,,,Todd Haynes,15850000.0
6000000.0,7.1,71.0,"Drama, Romance",Drama, Romance,,Thomas Vinterberg,12230000.0
115000000.0,8.1,,"Drama, Music, Romance",Drama, Music, Romance,Kaige Chen,5220000.0
100000000.0,7.6,,"Crime, Drama, FilmNoir",Crime, Drama, FilmNoir,Edward Dmytryk,0.0
60000000.0,8.1,85.0,"Crime, Drama, Thriller",Crime, Drama, Thriller,Joel Coen,24610000.0
25000000.0,7.0,,Drama,Drama,,,Madhur Bhandarkar,190000.0
85000000.0,6.6,46.0,"Action, Crime, Thriller",Action, Crime, Thriller,Justin Lin,155060000.0
140000000.0,7.3,66.0,"Action, Crime, Thriller",Action, Crime, Thriller,Justin Lin,209840000.0
98000000.0,7.2,67.0,"Action, Crime, Thriller",Action, Crime, Thriller,James Wan,353010000.0
120000000.0,6.7,56.0,"Action, Crime, Thriller",Action, Crime, Thriller,F. Gary Gray,226010000.0
115000000.0,6.3,64.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Richard Linklater,1000000.0
60000000.0,7.2,67.0,"Comedy, Drama",Comedy, Drama,,Amy Heckerling,27090000.0
30000000.0,5.5,32.0,"Comedy, Romance",Comedy, Romance,,Jesse Peretz,3090000.0
37000000.0,6.5,44.0,"Action, Crime, Drama",Action, Crime, Drama,George Tillman Jr.,23240000.0
52500000.0,6.8,,"Action, Comedy",Action, Comedy,,Russ Meyer,0.0
100000000.0,4.3,39.0,"Comedy, Family, Fantasy",Comedy, Family, Fantasy,Joel Zwick,48120000.0
21000000.0,7.4,,"Drama, Sport",Drama, Sport,,John Huston,0.0
53000000.0,6.9,67.0,"Drama, Thriller",Drama, Thriller,,Adrian Lyne,156650000.0
70000000.0,5.7,,"Comedy, Crime, Thriller",Comedy, Crime, Thriller,Carl Reiner,7850000.0
92000000.0,5.4,22.0,Comedy,Comedy,,,Lawrence Sher,17500000.0
18000000.0,7.4,,"Adventure, Comedy, Romance",Adventure, Comedy, Romance,Ralph Nelson,12500000.0
65000000.0,5.8,36.0,"Comedy, Drama",Comedy, Drama,,Trent Cooper,0.0
28000000.0,6.5,51.0,"Comedy, Family, Romance",Comedy, Family, Romance,Charles Shyer,89330000.0
16000000.0,7.2,,"Comedy, Romance",Comedy, Romance,,Vincente Minnelli,0.0
45000000.0,6.0,49.0,"Comedy, Family, Romance",Comedy, Family, Romance,Charles Shyer,76590000.0
90000000.0,5.2,32.0,Comedy,Comedy,,,Tyler Spindel,0.0
45000000.0,7.1,31.0,Drama,Drama,,,Gabriele Muccino,0.0
17000000.0,5.1,43.0,"Comedy, Romance",Comedy, Romance,,Ivan Reitman,28660000.0
25000000.0,6.7,70.0,"Comedy, Crime, Drama",Comedy, Crime, Drama,Riley Stearns,0.0
22000000.0,8.1,,"Drama, Fantasy, Horror",Drama, Fantasy, Horror,F.W. Murnau,0.0
28000000.0,6.2,51.0,"Drama, Thriller",Drama, Thriller,,James Foley,20750000.0
60000000.0,5.6,,"Drama, Thriller, War",Drama, Thriller, War,Stanley Kubrick,0.0
68000000.0,7.7,41.0,"Adventure, Comedy, Drama",Adventure, Comedy, Drama,Terry Gilliam,10680000.0
25000000.0,8.1,,"Drama, Romance",Drama, Romance,,Rainer Werner Fassbinder,0.0
92000000.0,6.0,61.0,Thriller,Thriller,,,Nicolas Winding Refn,0.0
102000000.0,3.3,16.0,"Crime, Horror, Thriller",Crime, Horror, Thriller,William Malone,13210000.0
40000000.0,7.7,70.0,"Action, Biography, Drama",Action, Biography, Drama,Ronny Yu,24630000.0
30000000.0,6.7,51.0,"Drama, Romance",Drama, Romance,,Robert Benton,3500000.0
137000000.0,5.9,68.0,"Horror, Thriller",Horror, Thriller,,Oz Perkins,20000.0
42000000.0,6.9,80.0,"Drama, Fantasy, Horror",Drama, Fantasy, Horror,Korn??l Mundrucz??,280000.0
70000000.0,7.3,,"Action, Comedy, Romance",Action, Comedy, Romance,Sammo Kam-Bo Hung,0.0
40000000.0,7.0,72.0,"Drama, Thriller",Drama, Thriller,,Atom Egoyan,820000.0
10000000.0,7.0,,"Drama, Fantasy, History",Drama, Fantasy, History,Federico Fellini,0.0
35000000.0,7.3,,"Comedy, Crime",Comedy, Crime,,John Waters,0.0
72000000.0,6.3,59.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,Brian De Palma,6590000.0
60000000.0,7.2,79.0,Drama,Drama,,,Denzel Washington,57640000.0
3000000.0,6.7,58.0,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,Carlos Saldanha,84410000.0
35000000.0,6.5,67.0,"Animation, Adventure, Family",Animation, Adventure, Family,Bill Kroyer,24650000.0
48000000.0,7.8,61.0,Comedy,Comedy,,,John Hughes,70140000.0
19800000.0,8.1,82.0,Drama,Drama,,,Thomas Vinterberg,1650000.0
11000000.0,7.1,,"Action, Drama, History",Action, Drama, History,Faruk Aksoy,70000.0
57000000.0,5.8,77.0,"Comedy, Drama",Comedy, Drama,,David Wnendt,60000.0
23000000.0,6.7,55.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,David Evans,10000.0
22000000.0,8.0,,"Drama, Family, Musical",Drama, Family, Musical,Norman Jewison,80500000.0
17000000.0,7.5,57.0,"Drama, Family, Fantasy",Drama, Family, Fantasy,Phil Alden Robinson,64430000.0
57000000.0,4.6,33.0,"Drama, Romance",Drama, Romance,,James Foley,114380000.0
48000000.0,3.5,28.0,Comedy,Comedy,,,Michael Tiddes,11680000.0
23000000.0,4.1,46.0,"Drama, Romance, Thriller",Drama, Romance, Thriller,Sam Taylor-Johnson,166170000.0
50000000.0,5.6,61.0,"Action, Drama, Sport",Action, Drama, Sport,Dito Montiel,23040000.0
21150000.0,6.4,,Comedy,Comedy,,,Arthur Hiller,20010000.0
11000000.0,7.1,56.0,"Comedy, Crime, Drama",Comedy, Crime, Drama,Jon S. Baird,30000.0
53000000.0,6.7,36.0,"Horror, Thriller",Horror, Thriller,,James Wong,53330000.0
18000000.0,6.2,38.0,"Horror, Thriller",Horror, Thriller,,David R. Ellis,46960000.0
31000000.0,5.9,50.0,"Horror, Thriller",Horror, Thriller,,Steven Quale,42590000.0
30000000.0,4.7,,"Horror, Thriller",Horror, Thriller,,Tyler Shields,0.0
60000000.0,7.1,65.0,"Biography, Comedy, Crime",Biography, Comedy, Crime,Sidney Lumet,1170000.0
32000000.0,7.3,62.0,Drama,Drama,,,Gus Van Sant,51800000.0
80000000.0,8.1,90.0,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,Andrew Stanton,380840000.0
10000000.0,7.7,67.0,"Biography, Drama, Family",Biography, Drama, Family,Marc Forster,51680000.0
35000000.0,6.6,,"Animation, Fantasy, Adventure",Animation, Fantasy, Adventure,Ralph Bakshi,760000.0
107000000.0,5.0,,"Action, Drama, Thriller",Action, Drama, Thriller,F??lix Enr??quez Alcal??,16230000.0
1500000.0,5.6,,"Action, Crime, Drama",Action, Crime, Drama,David Barrett,0.0
68000000.0,6.2,31.0,Comedy,Comedy,,,Will Gluck,17230000.0
4000000.0,6.5,34.0,Drama,Drama,,,Dennis Lee,3390000.0
17700000.0,5.9,44.0,"Action, Adventure, Thriller",Action, Adventure, Thriller,Clint Eastwood,46710000.0
50000000.0,6.0,50.0,"Action, Horror, Sci-Fi",Action, Horror, Sci-Fi,Mark L. Lester,15100000.0
21000000.0,5.8,45.0,"Crime, Thriller",Crime, Thriller,,Richard Loncraine,48750000.0
40000000.0,7.7,61.0,"Action, Adventure",Action, Adventure,,Ted Kotcheff,47210000.0
12000000.0,5.0,31.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Forest Whitaker,9060000.0
11000000.0,4.9,39.0,"Action, Crime, Thriller",Action, Crime, Thriller,Steven C. Miller,0.0
72000000.0,7.7,84.0,"Biography, Drama, History",Biography, Drama, History,Damien Chazelle,39790000.0
62000000.0,7.1,85.0,"Drama, Thriller",Drama, Thriller,,Paul Schrader,3450000.0
100000.0,4.4,41.0,"Comedy, Crime, Drama",Comedy, Crime, Drama,David E. Talbert,37930000.0
45000000.0,7.3,81.0,Drama,Drama,,,Andrea Arnold,370000.0
2079000.0,5.6,37.0,Comedy,Comedy,,,Richie Keen,32190000.0
28000000.0,7.4,,"Action, Drama, Romance",Action, Drama, Romance,Wei Lo,0.0
22000000.0,8.1,,"Adventure, Drama",Adventure, Drama,,Werner Herzog,0.0
48000000.0,6.4,,"Drama, Thriller",Drama, Thriller,,Laurence Malkin,0.0
10000000.0,5.9,,Drama,Drama,,,Mahsun Kirmizig?ªl,0.0
75000000.0,6.7,62.0,"Drama, Thriller",Drama, Thriller,,Oliver Hirschbiegel,10000.0
49000000.0,7.1,79.0,"Drama, History, War",Drama, History, War,Clint Eastwood,33600000.0
15000000.0,7.3,74.0,"Action, Drama, History",Action, Drama, History,Ole Christian Madsen,150000.0
14000000.0,6.5,58.0,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,Mike Hodges,0.0
38000000.0,6.8,,Drama,Drama,,,Baillie Walsh,0.0
6000000.0,6.1,39.0,"Drama, Music, Romance",Drama, Music, Romance,Adrian Lyne,94900000.0
13000000.0,7.0,,"Drama, Thriller",Drama, Thriller,,Hans Petter Moland,0.0
1700000.0,6.4,50.0,"Comedy, Crime, Drama",Comedy, Crime, Drama,Joel Schumacher,4490000.0
35000000.0,5.3,,"Action, Adventure, Crime",Action, Adventure, Crime,Kevin Hooks,17100000.0
35000000.0,6.7,,"Adventure, Drama",Adventure, Drama,,Paul Verhoeven,100000.0
75000000.0,6.2,57.0,"Adventure, Drama, Family",Adventure, Drama, Family,Michael Mayer,21000000.0
22000000.0,7.2,66.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,Daniel Alfredson,9080000.0
15000000.0,7.3,76.0,"Drama, Thriller",Drama, Thriller,,Robert Zemeckis,93770000.0
13000000.0,6.1,47.0,"Action, Adventure, Drama",Action, Adventure, Drama,John Moore,21010000.0
94000000.0,5.2,43.0,"Family, Adventure",Family, Adventure,,Alan Shapiro,20050000.0
24000000.0,6.8,81.0,Comedy,Comedy,,,David O. Russell,14890000.0
500000.0,5.7,,"Drama, Mystery, Thriller",Drama, Mystery, Thriller,Jeffrey Bloom,15150000.0
35000000.0,6.6,74.0,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,David Bowers,64670000.0
87000000.0,6.8,,"Adventure, Drama, Family",Adventure, Drama, Family,Carroll Ballard,24510000.0
75000000.0,6.5,47.0,"Action, Adventure, Drama",Action, Adventure, Drama,Tony Bill,13080000.0
13000000.0,6.4,37.0,"Comedy, Crime, Mystery",Comedy, Crime, Mystery,Rob Minkoff,0.0
10000000.0,6.6,56.0,"Comedy, Crime, Drama",Comedy, Crime, Drama,Glenn Ficarra,53860000.0
40000000.0,7.3,73.0,"Action, Crime, Thriller",Action, Crime, Thriller,Johnnie To,50000.0
1500000.0,5.7,29.0,"Action, Adventure, Comedy",Action, Adventure, Comedy,Andy Tennant,70230000.0
34000000.0,6.0,55.0,Comedy,Comedy,,,Jamie Travis,1240000.0
5000000.0,6.0,50.0,Drama,Drama,,,Tyler Perry,37720000.0
7000000.0,6.6,43.0,"Drama, Romance, Sport",Drama, Romance, Sport,Sam Raimi,35170000.0
35000000.0,5.7,,Comedy,Comedy,,,Bryan Spicer,31610000.0
1500000.0,6.8,54.0,"Action, Adventure, Thriller",Action, Adventure, Thriller,John Glen,62300000.0
12000000.0,7.6,,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,Fred M. Wilcox,3000000.0
75000000.0,6.4,,"Action, Thriller",Action, Thriller,,Nishikant Kamat,0.0
250000.0,6.4,37.0,"Action, Drama, War",Action, Drama, War,St??phane Rybojad,10000.0
11000000.0,6.4,,"Comedy, Romance",Comedy, Romance,,Billy Crystal,33190000.0
38000000.0,7.2,67.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Nicholas Stoller,63170000.0
93000000.0,5.7,41.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Seth Gordon,120150000.0
22000000.0,6.7,,Comedy,Comedy,,,Allison Anders,4300000.0
57000000.0,7.1,81.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Mike Newell,52700000.0
1000000.0,7.4,48.0,"Biography, Drama, Romance",Biography, Drama, Romance,Graeme Clifford,5000000.0
40000000.0,7.9,,"Drama, Horror, Sci-Fi",Drama, Horror, Sci-Fi,James Whale,12000000.0
7000000.0,6.4,,"Drama, Horror, Romance",Drama, Horror, Romance,Kenneth Branagh,22010000.0
5000000.0,6.6,,"Fantasy, Horror, Sci-Fi",Fantasy, Horror, Sci-Fi,Roy William Neill,0.0
700000.0,7.0,74.0,"Animation, Comedy, Family",Animation, Comedy, Family,Tim Burton,35290000.0
25000000.0,6.7,66.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Garry Marshall,22770000.0
6000000.0,7.9,,"Drama, Horror",Drama, Horror,,Tod Browning,0.0
11000000.0,5.9,,"Comedy, Horror, Sci-Fi",Comedy, Horror, Sci-Fi,Robbie Pickering,0.0
10000000.0,5.6,42.0,"Comedy, Family, Fantasy",Comedy, Family, Fantasy,David Dobkin,72010000.0
7000000.0,6.4,63.0,"Action, Comedy, Crime",Action, Comedy, Crime,Ben Wheatley,1800000.0
15000000.0,6.9,53.0,"Action, Biography, Drama",Action, Biography, Drama,Gary Ross,20760000.0
5000000.0,5.9,79.0,"Adventure, Drama, Family",Adventure, Drama, Family,Simon Wincer,77700000.0
4800000.0,4.7,,"Adventure, Drama, Family",Adventure, Drama, Family,Sam Pillsbury,3520000.0
16000000.0,6.8,,"Action, Crime, Drama",Action, Crime, Drama,John Frankenheimer,12480000.0
165000.0,7.3,70.0,"Action, Drama, Sport",Action, Drama, Sport,Peter Berg,61190000.0
185000000.0,6.5,22.0,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,Sean S. Cunningham,39750000.0
180000000.0,5.6,34.0,Horror,Horror,,,Marcus Nispel,65000000.0
140000000.0,6.1,26.0,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,Steve Miner,21720000.0
25000000.0,5.7,30.0,"Horror, Thriller",Horror, Thriller,,Steve Miner,36690000.0
185000000.0,5.3,13.0,"Horror, Thriller",Horror, Thriller,,John Carl Buechler,19170000.0
37000000.0,4.6,14.0,"Adventure, Horror, Thriller",Adventure, Horror, Thriller,Rob Hedden,14340000.0
200000000.0,4.8,16.0,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,Danny Steinmann,21930000.0
130000000.0,6.0,33.0,"Horror, Thriller",Horror, Thriller,,Joseph Zito,32980000.0
19000000.0,7.7,64.0,Drama,Drama,,,Jon Avnet,82420000.0
52000000.0,5.3,31.0,"Horror, Thriller",Horror, Thriller,,Simon Verhoeven,3760000.0
150000000.0,6.6,63.0,"Comedy, Romance",Comedy, Romance,,Will Gluck,55800000.0
145000000.0,6.2,55.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Jennifer Westfeldt,7250000.0
150000000.0,5.8,68.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Nicole Holofcener,13370000.0
33000000.0,6.4,64.0,"Comedy, Horror",Comedy, Horror,,Craig Gillespie,18300000.0
150000000.0,7.1,,"Horror, Thriller",Horror, Thriller,,Tom Holland,24920000.0
85000000.0,5.9,,"Comedy, Horror, Thriller",Comedy, Horror, Thriller,Tommy Lee Wallace,2980000.0
85000000.0,6.3,,"Horror, Thriller",Horror, Thriller,,Roar Uthaug,0.0
45000000.0,6.2,,"Horror, Thriller",Horror, Thriller,,Mats Stenberg,0.0
75000000.0,6.3,,"Animation, Comedy, Drama",Animation, Comedy, Drama,Ralph Bakshi,25000000.0
48000000.0,5.0,,"Action, Horror, Thriller",Action, Horror, Thriller,Alastair Orr,0.0
15000000.0,6.7,,"Horror, Sci-Fi",Horror, Sci-Fi,,Stuart Gordon,1260000.0
30000000.0,7.3,48.0,"Action, Crime, Horror",Action, Crime, Horror,Robert Rodriguez,25750000.0
75000000.0,6.8,54.0,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,Albert Hughes,31600000.0
105000000.0,7.7,,"Drama, Romance, War",Drama, Romance, War,Fred Zinnemann,30500000.0
150000000.0,2.1,14.0,"Comedy, Musical, Romance",Comedy, Musical, Romance,Robert Iscove,4920000.0
15000000.0,6.5,42.0,"Action, Crime, Thriller",Action, Crime, Thriller,Pierre Morel,23980000.0
35000000.0,5.5,39.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Angel Gracia,3020000.0
225000000.0,7.5,85.0,"Action, Adventure, Thriller",Action, Adventure, Thriller,Terence Young,24800000.0
92000000.0,7.7,,"Drama, Romance",Drama, Romance,,Mani Ratnam,0.0
80000000.0,7.5,71.0,"Animation, Drama, Family",Animation, Drama, Family,Gor?? Miyazaki,1000000.0
12500000.0,5.7,,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,Phedon Papamichael,70000.0
50000000.0,6.6,58.0,"Drama, Thriller, Western",Drama, Thriller, Western,Michael Berry,60000.0
45000000.0,6.3,44.0,Horror,Horror,,,Xavier Gens,0.0
23000000.0,7.7,80.0,"Biography, Drama, History",Biography, Drama, History,Ron Howard,18590000.0
80000000.0,7.5,74.0,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,Chris Buck,400740000.0
9000000.0,6.2,43.0,"Drama, Thriller",Drama, Thriller,,Adam Green,240000.0
55000000.0,7.2,82.0,"Crime, Drama",Crime, Drama,,Courtney Hunt,2510000.0
25000000.0,7.5,85.0,"Biography, Drama, Romance",Biography, Drama, Romance,Ryan Coogler,16100000.0
150000000.0,6.9,,"Comedy, Drama, Romance",Comedy, Drama, Romance,Mrighdeep Lamba,120000.0
30000000.0,4.7,45.0,"Comedy, Romance",Comedy, Romance,,Steven Soderbergh,2510000.0
130000000.0,8.3,76.0,"Drama, War",Drama, War,,Stanley Kubrick,46360000.0
70000000.0,7.5,,"Animation, Action, Adventure",Animation, Action, Adventure,Seiji Mizushima,0.0
60000000.0,5.4,37.0,"Adventure, Comedy",Adventure, Comedy,,Josh Schwartz,9400000.0
70000000.0,6.1,47.0,"Comedy, Crime",Comedy, Crime,,Dean Parisot,110330000.0
37000000.0,7.1,,"Comedy, Musical, Romance",Comedy, Musical, Romance,Stanley Donen,0.0
30000000.0,6.1,,"Comedy, Drama",Comedy, Drama,,George Roy Hill,25540000.0
60000000.0,6.5,44.0,"Crime, Drama, Horror",Crime, Drama, Horror,Michael Haneke,1290000.0
35000000.0,7.6,69.0,"Crime, Drama, Horror",Crime, Drama, Horror,Michael Haneke,0.0
20000000.0,7.6,89.0,"Biography, Comedy, Drama",Biography, Comedy, Drama,William Wyler,220000.0
65000000.0,6.3,60.0,"Comedy, Drama",Comedy, Drama,,Judd Apatow,51860000.0
70000000.0,7.1,61.0,"Action, Crime, Thriller",Action, Crime, Thriller,Justin Lin,238680000.0
20000000.0,3.8,23.0,"Comedy, Family",Comedy, Family,,Roger Kumble,17600000.0
27000000.0,7.6,64.0,"Action, Drama, War",Action, Drama, War,David Ayer,85820000.0
6000000.0,7.9,,"Crime, Drama, FilmNoir",Crime, Drama, FilmNoir,Fritz Lang,0.0
80000000.0,5.8,,"Sci-Fi, Thriller",Sci-Fi, Thriller,,Richard T. Heffron,0.0
20500000.0,6.0,56.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Darren Stein,0.0
35000000.0,5.9,62.0,"Action, Drama, War",Action, Drama, War,Ridley Scott,48170000.0
35000000.0,5.8,41.0,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,Jon M. Chu,122520000.0
40000000.0,5.8,32.0,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,Stephen Sommers,152270000.0
24000000.0,8.0,,"Adventure, Comedy, Sci-Fi",Adventure, Comedy, Sci-Fi,??mer Faruk Sorak,0.0
80000000.0,7.8,,Drama,Drama,,,Yavuz Turgul,0.0
28000000.0,6.5,,Drama,Drama,,,Mahsun Kirmizig?ªl,0.0
32000000.0,7.7,,"Comedy, Drama, Music",Comedy, Drama, Music,Tony Gatlif,670000.0
70000000.0,6.9,58.0,"Biography, Drama, Music",Biography, Drama, Music,Joann Sfar,230000.0
15000000.0,7.5,65.0,"Adventure, Drama, History",Adventure, Drama, History,Peter Weir,5730000.0
55000000.0,3.6,,"Action, Horror, Thriller",Action, Horror, Thriller,Andrew Goth,0.0
90000000.0,5.7,,"Comedy, Crime",Comedy, Crime,,Michael Hoffman,0.0
12000000.0,7.0,66.0,"Action, Comedy, Crime",Action, Comedy, Crime,John Francis Daley,69000000.0
2900000.0,5.4,32.0,"Action, Comedy",Action, Comedy,,Kyle Newacheck,0.0
20000000.0,8.1,79.0,"Biography, Drama, History",Biography, Drama, History,Richard Attenborough,52770000.0
9000000.0,6.5,,"Action, Crime, Drama",Action, Crime, Drama,Jim Kouf,5790000.0
80000000.0,7.9,,"Action, Crime, Drama",Action, Crime, Drama,Prakash Jha,0.0
5000000.0,7.5,72.0,"Crime, Drama",Crime, Drama,,Martin Scorsese,77810000.0
7000000.0,8.2,89.0,"Action, Comedy, Crime",Action, Comedy, Crime,Anurag Kashyap,0.0
25000000.0,6.8,60.0,"Crime, Drama, Thriller",Crime, Drama, Thriller,Paul McGuigan,30000.0
8500000.0,7.7,53.0,"Action, Crime, Drama",Action, Crime, Drama,Ralph Ziman,0.0
10800000.0,6.5,,"Action, Horror, Sci-Fi",Action, Horror, Sci-Fi,Shinsuke Sato,0.0
62000000.0,7.2,,"Animation, Action, Drama",Animation, Action, Drama,Yasushi Kawamura,0.0
120000000.0,6.8,,"Comedy, Romance",Comedy, Romance,,Priyadarshan,0.0
15000000.0,7.5,67.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,Zach Braff,26780000.0
85000000.0,5.0,27.0,"Animation, Comedy, Family",Animation, Comedy, Family,Peter Hewitt,75370000.0
55000000.0,7.8,,"Crime, Drama, Mystery",Crime, Drama, Mystery,George Cukor,0.0
30000000.0,7.8,64.0,"Drama, Sci-Fi, Thriller",Drama, Sci-Fi, Thriller,Andrew Niccol,12340000.0
60000000.0,8.1,,"Crime, Drama",Crime, Drama,,Serdar Akar,0.0
15000000.0,6.5,56.0,"Biography, Drama",Biography, Drama,,Michael Grandage,1360000.0
22000000.0,7.4,,"Drama, Romance",Drama, Romance,,Elia Kazan,0.0
90000000.0,6.2,28.0,"Adventure, Comedy, Sci-Fi",Adventure, Comedy, Sci-Fi,Jared Hess,110000.0
32000000.0,8.5,,"Comedy, Crime, Drama",Comedy, Crime, Drama,Aleksandr Sery,0.0
35000000.0,5.4,53.0,"Action, Adventure, Comedy",Action, Adventure, Comedy,Sam Weisman,105260000.0
9000000.0,5.3,21.0,"Action, Sci-Fi, Thriller",Action, Sci-Fi, Thriller,Dean Devlin,33700000.0
7000000.0,6.6,77.0,"Drama, Horror, Thriller",Drama, Horror, Thriller,Mike Flanagan,0.0
20000000.0,7.9,,"Drama, War",Drama, War,,Roberto Rossellini,0.0
50000000.0,6.5,,"Drama, History, Western",Drama, History, Western,Walter Hill,18640000.0
30000000.0,6.2,54.0,"Adventure, Drama, Mystery",Adventure, Drama, Mystery,Gus Van Sant,240000.0
20000000.0,5.3,31.0,Comedy,Comedy,,,Dylan Kidd,0.0
55000000.0,6.0,34.0,"Comedy, Crime",Comedy, Crime,,Etan Cohen,90410000.0
40000000.0,6.4,65.0,"Adventure, Comedy, Music",Adventure, Comedy, Music,Nicholas Stoller,60970000.0
35000000.0,7.1,77.0,"Drama, Mystery",Drama, Mystery,,Aaron Schneider,9180000.0
25000000.0,7.7,84.0,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,Jordan Peele,176040000.0
18000000.0,5.8,52.0,"Comedy, Romance",Comedy, Romance,,Tommy O'Haver,11560000.0
12000000.0,7.6,,"Comedy, Drama, Romance",Comedy, Drama, Romance,Simon Shore,1200000.0
13000000.0,5.2,45.0,"Biography, Crime, Drama",Biography, Crime, Drama,Jim Sheridan,30980000.0
45000000.0,6.9,82.0,"Comedy, Crime, Thriller",Comedy, Crime, Thriller,Barry Sonnenfeld,72080000.0
30000000.0,6.5,54.0,"Action, Adventure, Comedy",Action, Adventure, Comedy,Peter Segal,130320000.0
25000000.0,4.4,22.0,"Action, Crime, Thriller",Action, Crime, Thriller,Courtney Solomon,10490000.0
